Date,Open,High,Low,Close,Adj Close,Volume
2019-05-08,20.779163,21.351166,19.797798,20.752676,20.752676,247852849
2019-05-09,20.752676,20.893394,18.660295,18.828356,18.828356,204395709
2019-05-10,18.799280,20.010855,18.467089,19.598108,19.598108,209097573
2019-05-11,19.598108,21.935244,19.084505,21.049442,21.049442,298063616
2019-05-12,21.079224,21.465311,20.330961,20.830297,20.830297,239206084
2019-05-13,20.830297,24.525524,20.752537,23.811028,23.811028,404049210
2019-05-14,23.885628,24.484398,22.935579,23.626419,23.626419,328207185
2019-05-15,23.646799,27.140530,23.607109,26.894939,26.894939,357899657
2019-05-16,26.788618,27.648455,25.449808,26.325806,26.325806,368906500
2019-05-17,26.318087,26.605473,23.489433,25.682571,25.682571,398169924
2019-05-18,25.682571,28.419950,25.277443,28.396793,28.396793,470683583
2019-05-19,28.371433,29.917761,27.156080,29.412844,29.412844,494423260
2019-05-20,29.399864,29.433695,28.040089,29.305387,29.305387,457260435
2019-05-21,29.309580,32.428185,28.351641,32.007378,32.007378,742382920
2019-05-22,32.028797,32.217621,30.978563,31.422043,31.422043,534057314
2019-05-23,31.364128,32.202095,30.446550,31.515736,31.515736,536619660
2019-05-24,31.533712,34.348232,31.287281,33.841393,33.841393,648459287
2019-05-25,33.841393,35.326099,33.558582,35.053101,35.053101,637380073
2019-05-26,35.046131,35.082748,33.227749,34.104851,34.104851,611208604
2019-05-27,34.059341,35.292072,33.274570,33.680679,33.680679,598117911
2019-05-28,33.712990,34.639824,32.891926,33.360947,33.360947,516116377
2019-05-29,33.346935,33.882469,31.908852,33.744354,33.744354,564894524
2019-05-30,33.780003,35.504501,31.484688,32.291065,32.291065,517229671
2019-05-31,32.291065,32.752518,31.383709,32.748165,32.748165,503989734
2019-06-01,32.747639,33.761368,32.535770,33.013649,33.013649,572703757
2019-06-02,33.013649,33.763313,32.626389,33.174049,33.174049,461362658
2019-06-03,33.187714,33.197384,31.196793,31.391956,31.391956,417996141
2019-06-04,31.376373,31.418369,29.183624,29.380625,29.380625,421064886
2019-06-05,29.415113,31.184685,29.259869,31.006264,31.006264,464095694
2019-06-06,30.992432,32.120739,30.220802,31.480104,31.480104,416584078
2019-06-07,31.472219,32.184448,31.336231,31.587482,31.587482,342881981
2019-06-08,31.606207,32.286797,31.431738,32.066322,32.066322,428041268
2019-06-09,32.063076,32.149796,30.492479,30.558287,30.558287,336574887
2019-06-10,30.546289,32.131367,30.186640,32.064728,32.064728,459590416
2019-06-11,32.072163,32.323784,31.395395,32.262657,32.262657,393897651
2019-06-12,32.289455,34.765511,32.186485,34.686386,34.686386,547786335
2019-06-13,34.601311,35.999355,34.349529,35.143143,35.143143,512885462
2019-06-14,35.130955,35.267231,30.942671,33.076382,33.076382,737850145
2019-06-15,33.059006,33.962418,32.367481,32.825863,32.825863,489033316
2019-06-16,32.825863,33.375111,32.116680,32.402725,32.402725,389404410
2019-06-17,32.389389,34.197742,32.381485,33.917877,33.917877,439337220
2019-06-18,33.927719,35.106651,33.878078,34.339508,34.339508,484975596
2019-06-19,34.362247,35.676552,34.362247,35.287197,35.287197,509791358
2019-06-20,35.303825,36.985744,34.512856,36.726063,36.726063,636578809
2019-06-21,36.693123,38.894684,36.335102,38.815918,38.815918,438604247
2019-06-22,38.812336,39.566536,37.544617,37.799755,37.799755,428828573
2019-06-23,37.832153,38.338207,37.028694,37.134727,37.134727,369969675
2019-06-24,37.134727,37.628246,35.944275,37.433640,37.433640,329001838
2019-06-25,37.393047,37.393047,35.768604,36.008289,36.008289,293163090
2019-06-26,36.008289,37.732262,34.347664,35.698311,35.698311,444226052
2019-06-27,35.726513,35.827217,32.763252,33.823589,33.823589,375392572
2019-06-28,33.865391,34.774651,33.375317,34.549740,34.549740,337534352
2019-06-29,34.586788,35.528324,33.284142,35.360107,35.360107,369705514
2019-06-30,35.398891,35.398891,32.442482,32.442482,32.442482,286632252
2019-07-01,32.442482,33.934074,31.689184,32.922298,32.922298,290190904
2019-07-02,32.924438,33.460800,30.877823,32.009235,32.009235,348029977
2019-07-03,32.034126,33.087204,31.798889,32.667500,32.667500,248895676
2019-07-04,32.691105,34.313126,32.375900,32.893326,32.893326,348186707
2019-07-05,32.999283,33.640659,32.445293,32.713165,32.713165,232575484
2019-07-06,32.711334,33.319241,32.479439,32.530941,32.530941,187247411
2019-07-07,32.521633,33.492958,32.450661,33.241062,33.241062,198859381
2019-07-08,33.263500,34.250313,33.097660,33.469681,33.469681,257698795
2019-07-09,33.471279,33.951302,32.533199,32.707649,32.707649,210904382
2019-07-10,32.703178,32.974998,30.956919,31.477377,31.477377,270511687
2019-07-11,31.503983,31.799553,28.913054,29.641972,29.641972,251161946
2019-07-12,29.653322,32.213291,29.340874,31.694330,31.694330,417842730
2019-07-13,31.710497,32.393665,30.508289,31.506933,31.506933,273938894
2019-07-14,31.546743,31.648867,28.851700,28.924282,28.924282,299523499
2019-07-15,28.931217,29.007208,27.248016,28.393448,28.393448,384045964
2019-07-16,28.377279,29.296755,25.497950,25.525009,25.525009,439515318
2019-07-17,25.519220,27.948088,24.903645,27.219601,27.219601,572389805
2019-07-18,27.257734,29.159201,26.937096,28.922812,28.922812,711895799
2019-07-19,28.922812,29.779114,28.424982,29.078394,29.078394,483963124
2019-07-20,29.085665,31.185453,29.065611,30.872244,30.872244,367891866
2019-07-21,30.923164,31.312019,29.640697,30.519543,30.519543,285097790
2019-07-22,30.537548,32.105835,29.811928,30.634586,30.634586,416965642
2019-07-23,30.642389,30.762943,29.259840,29.585196,29.585196,324109274
2019-07-24,29.575377,29.632328,28.211214,29.163717,29.163717,265315497
2019-07-25,29.130066,29.547565,28.697226,29.002432,29.002432,248126220
2019-07-26,28.993568,29.153437,28.544100,28.979189,28.979189,231263489
2019-07-27,28.979189,29.358540,27.579470,27.885626,27.885626,191655093
2019-07-28,27.899590,27.930962,26.969505,27.835171,27.835171,163990878
2019-07-29,27.812122,27.875608,27.037170,27.203272,27.203272,146207597
2019-07-30,27.224409,27.231943,26.592562,26.942305,26.942305,148410035
2019-07-31,26.962410,27.758245,26.937670,27.644558,27.644558,202950576
2019-08-01,27.622198,28.824184,27.574347,28.773273,28.773273,287326494
2019-08-02,28.781208,28.781208,27.817263,28.038483,28.038483,197026849
2019-08-03,28.084473,28.425188,27.740437,27.889860,27.889860,153702445
2019-08-04,27.882740,28.072529,27.359789,27.556162,27.556162,136844756
2019-08-05,27.542446,28.334511,27.495440,28.011879,28.011879,183750146
2019-08-06,28.042664,28.429190,27.349714,27.638088,27.638088,192614971
2019-08-07,27.639204,29.605841,27.439505,29.354368,29.354368,314659493
2019-08-08,29.368263,31.301611,29.034807,30.832846,30.832846,404379079
2019-08-09,30.867420,31.178043,29.912600,29.961473,29.961473,222912268
2019-08-10,29.943947,30.048101,29.166979,29.681858,29.681858,248736115
2019-08-11,29.683729,30.294462,29.511614,30.057255,30.057255,263951565
2019-08-12,30.082451,30.476917,29.847008,30.166882,30.166882,278357603
2019-08-13,30.168036,30.356314,29.273386,29.466278,29.466278,241841209
2019-08-14,29.461535,29.471531,27.100716,27.105581,27.105581,227534067
2019-08-15,27.096399,28.175163,26.697918,28.043447,28.043447,248072109
2019-08-16,28.058994,28.082714,26.897261,27.644571,27.644571,203654965
2019-08-17,27.652128,27.939247,27.137726,27.480522,27.480522,196083314
2019-08-18,27.494616,28.100086,27.180698,27.932446,27.932446,229491438
2019-08-19,27.945265,29.056501,27.818151,28.809004,28.809004,259250527
2019-08-20,28.814861,28.814861,28.057156,28.167490,28.167490,209875661
2019-08-21,28.166189,28.166189,26.593287,26.993715,26.993715,198468093
2019-08-22,26.993715,27.445282,26.429415,27.089191,27.089191,193368566
2019-08-23,27.089191,27.390280,26.852848,27.170530,27.170530,195437616
2019-08-24,27.163450,27.163450,26.234667,26.495663,26.495663,164452279
2019-08-25,26.486662,26.531397,25.874632,26.131847,26.131847,165296408
2019-08-26,26.141945,27.075457,25.858334,26.108330,26.108330,277691463
2019-08-27,26.123911,26.146265,25.095142,25.688978,25.688978,196715449
2019-08-28,25.697510,26.017611,23.688963,23.702868,23.702868,206092745
2019-08-29,23.687647,23.687647,21.823618,21.889606,21.889606,200824073
2019-08-30,21.889606,22.620028,21.642433,22.218857,22.218857,196253457
2019-08-31,22.211996,22.440653,21.190308,21.265915,21.265915,167589166
2019-09-01,21.258728,21.783531,21.171324,21.568670,21.568670,173772205
2019-09-02,21.568670,22.885141,21.203720,22.767134,22.767134,237417710
2019-09-03,22.760757,22.929132,22.365454,22.514540,22.514540,181166381
2019-09-04,22.527363,22.672157,21.672556,21.796309,21.796309,148909991
2019-09-05,21.815975,23.535213,21.573095,22.761099,22.761099,259054353
2019-09-06,22.761099,23.422079,21.819485,22.153149,22.153149,240129733
2019-09-07,22.144773,22.670441,22.073927,22.548977,22.548977,203280778
2019-09-08,22.569153,22.825674,22.377657,22.561689,22.561689,175027324
2019-09-09,22.569023,22.650728,21.980152,22.287390,22.287390,155543678
2019-09-10,22.285955,22.412298,21.631626,21.911144,21.911144,139754246
2019-09-11,21.913788,22.039095,20.765682,20.899321,20.899321,147044919
2019-09-12,20.892231,21.034546,19.961847,20.922277,20.922277,202313591
2019-09-13,20.934685,21.310230,20.640512,20.887466,20.887466,171327680
2019-09-14,20.897963,21.200245,20.883282,21.071585,21.071585,163028906
2019-09-15,21.073210,21.133564,20.598940,20.598940,20.598940,151856190
2019-09-16,20.599483,20.972734,20.204674,20.398512,20.398512,143466438
2019-09-17,20.403664,21.357431,20.276211,21.005367,21.005367,209209108
2019-09-18,21.006315,22.901838,21.005375,22.255444,22.255444,369440814
2019-09-19,22.242105,22.488718,20.633652,21.614601,21.614601,249524458
2019-09-20,21.632219,21.639814,21.094284,21.371471,21.371471,198988737
2019-09-21,21.380461,21.540670,20.990204,21.082180,21.082180,175114438
2019-09-22,21.092932,21.094391,20.255091,20.525558,20.525558,153747684
2019-09-23,20.526655,20.526655,19.473898,19.485477,19.485477,146934616
2019-09-24,19.477552,19.627262,15.983081,16.067690,16.067690,229488109
2019-09-25,16.059175,16.597141,15.204413,16.258373,16.258373,179697117
2019-09-26,16.258678,16.587088,14.841279,15.459808,15.459808,157594803
2019-09-27,15.457432,15.824426,14.932237,15.790263,15.790263,139548410
2019-09-28,15.791577,15.955493,15.563171,15.851419,15.851419,123900187
2019-09-29,15.854201,15.918900,15.142386,15.305100,15.305100,109712932
2019-09-30,15.312654,15.873624,14.866081,15.862675,15.862675,124329060
2019-10-01,15.882751,16.293995,15.782406,15.903211,15.903211,125165661
2019-10-02,15.909658,15.971188,15.671640,15.950048,15.950048,106103588
2019-10-03,15.946712,16.005840,15.431717,15.726760,15.726760,117720712
2019-10-04,15.724738,15.904014,15.500567,15.755114,15.755114,121510968
2019-10-05,15.749930,15.803570,15.469995,15.723580,15.723580,123665932
2019-10-06,15.722038,15.750016,15.262351,15.348980,15.348980,116659103
2019-10-07,15.339182,16.193829,15.191024,16.134346,16.134346,147393768
2019-10-08,16.139175,16.346056,15.889090,16.108192,16.108192,135346905
2019-10-09,16.110806,17.965736,16.009398,17.806580,17.806580,295619363
2019-10-10,17.804054,17.945953,17.125574,17.571154,17.571154,236960467
2019-10-11,17.569082,17.626045,16.709532,16.709532,16.709532,194750430
2019-10-12,16.714169,17.512115,16.690691,17.277906,17.277906,228500831
2019-10-13,17.256668,18.764862,17.180050,18.308025,18.308025,275090600
2019-10-14,18.308025,18.621948,17.953085,18.459478,18.459478,246674814
2019-10-15,18.425875,19.149546,18.201193,18.544653,18.544653,325479444
2019-10-16,18.516953,18.602861,17.523808,17.840050,17.840050,229668087
2019-10-17,17.840694,18.764177,17.706579,18.570269,18.570269,250474298
2019-10-18,18.575981,18.749443,17.812212,18.254192,18.254192,208244557
2019-10-19,18.253242,18.514000,17.972124,18.288546,18.288546,211728668
2019-10-20,18.294844,18.568338,17.882141,18.437923,18.437923,225458859
2019-10-21,18.462900,18.514597,18.057167,18.305550,18.305550,188130463
2019-10-22,18.297865,18.801294,18.172075,18.195602,18.195602,234929207
2019-10-23,18.198627,18.300701,16.424189,16.711174,16.711174,201092098
2019-10-24,16.712074,17.163677,16.490038,16.891573,16.891573,200253301
2019-10-25,17.072279,18.908854,16.479548,18.616058,18.616058,344418868
2019-10-26,18.629129,19.782200,18.181387,18.889704,18.889704,292124012
2019-10-27,18.889336,19.586168,18.573759,19.345646,19.345646,292948855
2019-10-28,19.338453,20.903744,19.311893,19.758320,19.758320,337867337
2019-10-29,19.813639,20.917786,19.700254,20.477106,20.477106,317609149
2019-10-30,20.493002,20.582466,19.229925,20.086950,20.086950,250293832
2019-10-31,20.099312,20.396280,19.536070,20.000233,20.000233,250225840
2019-11-01,19.994114,20.062315,19.779503,20.021502,20.021502,198377285
2019-11-02,20.019491,20.398685,19.860493,20.266994,20.266994,273890078
2019-11-03,20.269741,20.432634,19.888830,20.206045,20.206045,257571666
2019-11-04,20.226446,20.915594,20.184130,20.737982,20.737982,296502530
2019-11-05,20.741459,20.922068,20.447971,20.724674,20.724674,263685442
2019-11-06,20.716938,20.915331,20.280190,20.817923,20.817923,241489968
2019-11-07,20.814981,20.959440,20.247614,20.646936,20.646936,222003636
2019-11-08,20.693029,20.693029,19.474821,19.690773,19.690773,184596047
2019-11-09,19.678764,19.984583,19.600430,19.735447,19.735447,176812608
2019-11-10,19.732647,20.631216,19.727482,20.481758,20.481758,239714468
2019-11-11,20.479851,20.644917,19.915712,20.133141,20.133141,209454454
2019-11-12,20.140926,20.862392,20.094767,20.857447,20.857447,227650068
2019-11-13,20.868423,21.635714,20.706499,21.250431,21.250431,252296146
2019-11-14,21.281357,21.512638,20.973976,21.264700,21.264700,237992230
2019-11-15,21.241720,21.294973,20.177896,20.316225,20.316225,225530775
2019-11-16,20.317408,20.634136,20.092073,20.282654,20.282654,211016746
2019-11-17,20.276932,20.620121,20.030483,20.260794,20.260794,224982344
2019-11-18,20.343597,20.432167,18.936802,19.316870,19.316870,224380017
2019-11-19,19.311863,19.633316,18.375160,18.703299,18.703299,206923366
2019-11-20,18.707344,18.927099,17.851746,18.172274,18.172274,210091849
2019-11-21,18.162695,18.187632,16.620432,16.840218,16.840218,228429806
2019-11-22,16.840914,17.270180,14.689260,15.581703,15.581703,341456274
2019-11-23,15.581233,16.466188,15.151496,16.419500,16.419500,255961052
2019-11-24,16.398693,16.491320,15.278765,15.278765,15.278765,232363837
2019-11-25,15.285519,15.735272,14.195353,15.267364,15.267364,242510343
2019-11-26,15.272529,15.861213,15.225184,15.527255,15.527255,205893351
2019-11-27,15.491250,16.195232,14.943180,16.098288,16.098288,255021618
2019-11-28,16.095964,16.228640,15.648670,15.683207,15.683207,194516396
2019-11-29,15.678064,16.340714,15.645951,16.273304,16.273304,250074235
2019-11-30,16.263498,16.370699,15.539147,15.715951,15.715951,213428131
2019-12-01,15.743181,15.743181,15.054234,15.496336,15.496336,203268417
2019-12-02,15.509364,15.707174,15.152545,15.191858,15.191858,200809249
2019-12-03,15.191858,15.553175,15.048669,15.309556,15.309556,219927266
2019-12-04,15.348430,15.690587,15.009685,15.279978,15.279978,237605471
2019-12-05,15.260217,16.077770,14.949402,15.762839,15.762839,255410908
2019-12-06,15.767198,15.856934,15.454587,15.711299,15.711299,236694082
2019-12-07,15.704380,15.848582,15.632491,15.667086,15.667086,242693199
2019-12-08,15.662826,15.851430,15.509327,15.674523,15.674523,223721643
2019-12-09,15.666120,15.852706,15.350243,15.448539,15.448539,209955476
2019-12-10,15.438838,15.470151,14.780955,14.958870,14.958870,192615787
2019-12-11,14.947534,15.121334,14.710326,14.824551,14.824551,170909631
2019-12-12,14.819622,14.895612,14.557363,14.818167,14.818167,165964330
2019-12-13,14.817257,14.995106,14.740262,14.878744,14.878744,177476227
2019-12-14,14.883237,15.012330,14.371337,14.505015,14.505015,173092733
2019-12-15,14.512482,14.569659,14.188992,14.490446,14.490446,167670329
2019-12-16,14.488743,14.525597,13.458653,13.558786,13.558786,178952097
2019-12-17,13.555481,13.577941,12.183731,12.386941,12.386941,186995962
2019-12-18,12.381698,13.606532,12.286786,13.535260,13.535260,234697405
2019-12-19,13.568222,13.784852,12.966154,13.445779,13.445779,174965245
2019-12-20,13.459491,13.593329,13.231406,13.570779,13.570779,203861105
2019-12-21,13.568091,13.583239,13.329004,13.380659,13.380659,192827533
2019-12-22,13.390246,13.851878,13.368338,13.835881,13.835881,204111890
2019-12-23,13.810485,13.999125,13.305709,13.369034,13.369034,159105887
2019-12-24,13.381392,13.768300,13.326156,13.444571,13.444571,177372409
2019-12-25,13.459056,13.476138,13.065144,13.174839,13.174839,152718120
2019-12-26,13.176804,13.523954,13.156742,13.208636,13.208636,157660620
2019-12-27,13.208636,13.439774,13.123028,13.362720,13.362720,164413385
2019-12-28,13.353410,13.793531,13.334934,13.705417,13.705417,197525901
2019-12-29,13.696836,14.225638,13.646328,14.150045,14.150045,225354585
2019-12-30,14.155132,14.470634,13.924362,13.947442,13.947442,187275635
2019-12-31,13.952087,14.095331,13.648682,13.727642,13.727642,166278254
2020-01-01,13.730962,13.873946,13.654942,13.689083,13.689083,172980718
2020-01-02,13.698126,13.715548,12.989974,13.027011,13.027011,156376427
2020-01-03,13.035329,13.763709,13.012638,13.660452,13.660452,173683857
2020-01-04,13.667442,13.921914,13.560008,13.891512,13.891512,182230374
2020-01-05,13.888340,14.410801,13.886547,14.111019,14.111019,202552703
2020-01-06,14.111240,15.003565,14.111240,14.957808,14.957808,224800409
2020-01-07,14.966209,15.135275,14.568403,15.009250,15.009250,191948560
2020-01-08,15.022264,15.242219,14.337952,14.602934,14.602934,183632222
2020-01-09,14.589202,14.611089,14.305363,14.498314,14.498314,169699829
2020-01-10,14.478409,15.027689,14.182085,15.025826,15.025826,200173072
2020-01-11,15.020985,15.250237,14.779474,14.946328,14.946328,201663503
2020-01-12,14.946201,15.472109,14.869891,15.322083,15.322083,231150158
2020-01-13,15.322261,15.355387,14.991216,15.227272,15.227272,211785744
2020-01-14,15.215287,16.790661,15.194401,16.626122,16.626122,299316969
2020-01-15,16.603867,18.096270,16.394423,17.654812,17.654812,380806616
2020-01-16,17.646402,17.660793,16.439848,17.076946,17.076946,260423404
2020-01-17,17.112799,18.361832,17.088930,18.135199,18.135199,347229168
2020-01-18,18.129646,18.314480,17.555157,17.823919,17.823919,257317647
2020-01-19,17.830990,18.437756,16.841072,17.369253,17.369253,266285621
2020-01-20,17.392525,17.553738,16.864424,17.325275,17.325275,245125919
2020-01-21,17.327684,18.146685,17.169216,18.127666,18.127666,295922233
2020-01-22,18.124231,18.353712,17.598785,17.798361,17.798361,237634401
